state,basin,well_name_anp,well_name_operator,field,operator,contract_number,period,oil,condensate,petroleum,gas_associate,gas_non_associate,total_gas,volume_gas_royalties,water,installation_destination,installation_type,production_time
Rio de Janeiro,Campos,7AB  0023D RJS      ,7AB  0023D RJS      ,ALBACORA,Petrobras,4.8E+14,2016/04,575.0694,0,575.0694,28.5855,0,28.5855,856.89716,1057.9119,PETROBRAS 25,UEP,166
Rio de Janeiro,Campos,1RJS 0401  RJ       ,1RJS 0401  RJ       ,BARRACUDA,Petrobras,4.8E+14,2016/04,1615.5312,0,1615.5312,30.2017,0,30.2017,903.21537,354.1828,PETROBRAS 43,UEP,696
Rio de Janeiro,Campos,7VM  0058D RJS      ,7VM  0058D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,181.8007,0,181.8007,0.8844,0,0.8844,26.02748,1890.5116,PLATAFORMA DE VERMELHO-I,UEP,720
Rio Grande do Norte,Potiguar,7UB  0109D RNS      ,7UB  0109D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,13.1738,0,13.1738,2.8219,0,2.8219,84.65585,22.0508,PLATAFORMA DE UBARANA 13,UEP,679
Rio de Janeiro,Campos,7CO  0003D RJS      ,7CO  0003D RJS      ,CORVINA,Petrobras,4.8E+14,2016/04,331.5038,0,331.5038,0.8454,0,0.8454,25.24733,623.1774,PETROBRAS 09,UEP,629
Rio de Janeiro,Campos,7CRP 0036D RJS      ,7CRP 0036D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,260.7866,0,260.7866,0.5389,0,0.5389,15.81113,1916.1288,PLATAFORMA DE CARAPEBA-II,UEP,720
Rio de Janeiro,Campos,7VM  0015D RJS      ,7VM  0015D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,307.1803,0,307.1803,1.2194,0,1.2194,35.88571,1195.304,PLATAFORMA DE VERMELHO-I,UEP,720
Sergipe,Sergipe,7CB  0009D SES      ,7CB  0009D SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,4.6438,4.6438,0,91.8731,91.8731,2748.30342,38.2207,PLATAFORMA PCB-01 DE CAIOBA,UEP,720
Rio de Janeiro,Campos,8GP  0018D RJS      ,8GP  0018D RJS      ,GAROUPA,Petrobras,4.8E+14,2016/04,1120.7613,0,1120.7613,12.1772,0,12.1772,354.63906,376.0749,PLATAFORMA DE GAROUPA,UEP,659
Rio Grande do Norte,Potiguar,7UB  0078D RNS      ,7UB  0078D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,34.6753,0,34.6753,0.9715,0,0.9715,29.14353,0.1522,PLATAFORMA DE UBARANA 9,UEP,709
Sergipe,Sergipe,7CM  0013D SES      ,7CM  0013D SES      ,CAMORIM,Petrobras,4.8E+14,2016/04,59.8962,0,59.8962,11.636,0,11.636,347.0474,25.6658,PLATAFORMA PCM-01 DE CAMORIM,UEP,720
Rio de Janeiro,Campos,3RJS 0174D RJ       ,3RJS 0174D RJ       ,VIOLA,Petrobras,4.8E+14,2016/04,823.6349,0,823.6349,3.8786,0,3.8786,112.81489,1580.4129,PLATAFORMA DE GAROUPA,UEP,669
Rio de Janeiro,Campos,7CH  0006D RJS      ,7CH  0006D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,979.6199,0,979.6199,8.0004,0,8.0004,237.05991,163.6432,PLATAFORMA DE CHERNE-1,UEP,697
Ceará,Ceará,7EP  0004D CES      ,7EP  0004D CES      ,ESPADA,Petrobras,4.8E+14,2016/04,165.8485,0,165.8485,1.9463,0,1.9463,58.182,3.8967,PLATAFORMA DE ESPADA 1,UEP,720
Bahia,Recôncavo,7C   0173D BA       ,7C   0173D BA       ,CANDEIAS,Petrobras,4.8E+14,2016/04,14.5657,0,14.5657,2.419,0,2.419,57.72629,0.0115,Estação Pedra Branca,INSTALACAO EMB/DESEMB,720
Rio Grande do Norte,Potiguar,7UB  0092D RNS      ,7UB  0092D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,42.5784,0,42.5784,1.7603,0,1.7603,52.80785,0.2346,PLATAFORMA DE UBARANA 10,UEP,690
Rio de Janeiro,Campos,7MLL52HPARJS        ,7MLL52HPARJS        ,MARLIM LESTE,Petrobras,4.8E+14,2016/04,3562.9874,0,3562.9874,93.8271,0,93.8271,1086.32922,24.7101,FPSO CIDADE DE NITEROI,UEP,510
Espírito Santo,Campos,7BLA1HAESS          ,7BLA1HAESS          ,BALEIA ANÃ,Petrobras,4.8E+14,2016/04,10573.1255,0,10573.1255,61.6659,0,61.6659,1849.31734,3344.7335,PETROBRAS 58,UEP,719
Rio de Janeiro,Campos,7MLS223HARJS        ,7MLS223HARJS        ,MARLIM SUL,Petrobras,4.8E+14,2016/04,10378.2305,0,10378.2305,186.5591,0,186.5591,5596.77242,156.1016,PETROBRAS 40,UEP,447
Rio de Janeiro,Campos,7MRL224HRJS         ,7MRL224HRJS         ,MARLIM,Petrobras,4.8E+14,2016/04,3900.5311,0,3900.5311,58.1962,0,58.1962,1740.85982,2948.6701,PETROBRAS 19,UEP,636
Rio de Janeiro,Campos,7MLS222HPRJS        ,7MLS222HPRJS        ,MARLIM SUL,Petrobras,4.8E+14,2016/04,7797.836,0,7797.836,104.6804,0,104.6804,3140.41057,2123.6195,PETROBRAS 40,UEP,403
Rio de Janeiro,Campos,7MLL59DBRJS         ,7MLL59DBRJS         ,MARLIM LESTE,Petrobras,4.8E+14,2016/04,3344.4297,0,3344.4297,30.2493,0,30.2493,350.22601,5645.9693,FPSO CIDADE DE NITEROI,UEP,720
Rio de Janeiro,Campos,7CRP 0045D RJS      ,7CRP 0045D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,242.5305,0,242.5305,0.5385,0,0.5385,15.79947,2126.6973,PLATAFORMA DE CARAPEBA-II,UEP,717
Rio de Janeiro,Campos,7CRP 0049D RJS      ,7CRP 0049D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,826.6905,0,826.6905,3.4992,0,3.4992,102.67302,2129.446,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio de Janeiro,Campos,7VM  0052D RJS      ,7VM  0052D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,88.5827,0,88.5827,0.5163,0,0.5163,15.19508,906.8757,PLATAFORMA DE VERMELHO-II,UEP,720
Rio de Janeiro,Campos,7RO121HPRJS         ,7RO121HPRJS         ,RONCADOR,Petrobras,4.8E+14,2016/04,3417.5708,0,3417.5708,56.0448,0,56.0448,1680.52654,639.7345,PETROBRAS 62,UEP,702
Rio de Janeiro,Campos,1RJS 0116  RJ       ,1RJS 0116  RJ       ,BONITO,Petrobras,4.8E+14,2016/04,0,316.5877,316.5877,442.3741,0,442.3741,13241.64249,0,PETROBRAS 15,UEP,720
Rio de Janeiro,Campos,7MA  0014D RJS      ,7MA  0014D RJS      ,MARIMBÁ,Petrobras,4.8E+14,2016/04,859.5975,0,859.5975,11.5572,0,11.5572,342.98714,2016.0772,PETROBRAS 08,UEP,695
Rio de Janeiro,Campos,7RO19HARJS          ,7RO19HARJS          ,RONCADOR,Petrobras,4.8E+14,2016/04,4890.9762,0,4890.9762,77.6142,0,77.6142,2327.29588,312.1821,PETROBRAS 52,UEP,720
Rio de Janeiro,Campos,7CRT17HPRJS         ,7CRT17HPRJS         ,CARATINGA,Petrobras,4.8E+14,2016/04,540.4643,0,540.4643,6.3473,0,6.3473,190.0045,2161.8559,PETROBRAS 48,UEP,162
Rio de Janeiro,Campos,7RO41DRJS           ,7RO41DRJS           ,RONCADOR,Petrobras,4.8E+14,2016/04,18674.8694,0,18674.8694,353.0442,0,353.0442,10586.18164,2098.0628,PETROBRAS 52,UEP,720
Rio de Janeiro,Campos,7CG8HPRJS           ,7CG8HPRJS           ,CONGRO,Petrobras,4.8E+14,2016/04,128.2281,0,128.2281,1.1513,0,1.1513,34.26633,21.1042,PETROBRAS 09,UEP,99
Rio de Janeiro,Campos,7BR36HPARJS         ,7BR36HPARJS         ,BARRACUDA,Petrobras,4.8E+14,2016/04,2377.2259,0,2377.2259,27.2237,0,27.2237,814.15446,3796.0704,PETROBRAS 43,UEP,622
Rio de Janeiro,Campos,4BRSA301DPRJS       ,4BG16DPRJS          ,CHERNE,Petrobras,4.8E+14,2016/04,28.3303,0,28.3303,0.3543,0,0.3543,10.49835,9.9799,PLATAFORMA DE CHERNE-1,UEP,69
Rio de Janeiro,Campos,4BRSA301DPRJS       ,4BG16DPRJS          ,BAGRE,Petrobras,4.8E+14,2016/04,40.2495,0,40.2495,0.5034,0,0.5034,14.96446,14.1786,PLATAFORMA DE CHERNE-1,UEP,99
Rio de Janeiro,Campos,7AB83HPRJS          ,7AB83HPRJS          ,ALBACORA LESTE,Petrobras,4.8E+14,2016/04,2012.3595,0,2012.3595,34.0743,0,34.0743,1020.09681,5576.3904,PETROBRAS 50,UEP,645
Rio de Janeiro,Campos,7PRG47HRJS          ,BMC7B16             ,PEREGRINO,Statoil Brasil O&G,4.861E+14,2016/04,2286.3942,0,2286.3942,2.724,0,2.724,81.44589,0.4843,Peregrino B,UEP,230
Rio de Janeiro,Campos,7PRG49HRJS          ,BMC7A29             ,PEREGRINO,Statoil Brasil O&G,4.861E+14,2016/04,1.4278,0,1.4278,0.002,0,0.002,0.05979,1.8723,Peregrino A,UEP,1
Rio de Janeiro,Campos,7AB114HRJS          ,7AB114HRJS          ,ALBACORA,Petrobras,4.8E+14,2016/04,583.3591,0,583.3591,7.8796,0,7.8796,236.20241,1190.4237,PETROBRAS 25,UEP,144
São Paulo,Santos,7LAG1HASPS          ,7LAG1HASPS          ,LAGOSTA,Petrobras,4.8E+14,2016/04,0,780.7793,780.7793,0,611.6398,611.6398,18344.87399,85.705,PLATAFORMA DE MERLUZA,UEP,699
Espírito Santo,Campos,7ARGO13HESS         ,7ARGO13HESS         ,ARGONAUTA,Shell Brasil,4.8E+14,2016/04,2282.2406,0,2282.2406,22.4174,0,22.4174,670.45996,3217.6503,FPSO ESPIRITO SANTO,UEP,720
Rio de Janeiro,Santos,7TBU7HPRJS          ,7TBU7HPRJS          ,TAMBAÚ,Petrobras,4.8E+14,2016/04,0,3.6913,3.6913,0,12.7542,12.7542,382.56713,5.1579,FPSO CIDADE DE SANTOS,UEP,99
Rio de Janeiro,Campos,7MLL58HRJS          ,7MLL58HRJS          ,MARLIM LESTE,Petrobras,4.8E+14,2016/04,830.13,0,830.13,13.1211,0,13.1211,151.91641,3279.4203,FPSO CIDADE DE NITEROI,UEP,719
Rio de Janeiro,Campos,7RO153HRJS          ,7RO153HRJS          ,RONCADOR,Petrobras,4.8E+14,2016/04,4876.031,0,4876.031,121.4189,0,121.4189,3640.79759,9.1768,PETROBRAS 62,UEP,712
Rio de Janeiro,Campos,7PRG51HRJS          ,BMC7B21             ,PEREGRINO,Statoil Brasil O&G,4.861E+14,2016/04,2930.3805,0,2930.3805,4.1697,0,4.1697,124.67042,282.6515,Peregrino B,UEP,260
Rio de Janeiro,Campos,7PRG52HPRJS         ,BMC7A4A             ,PEREGRINO,Statoil Brasil O&G,4.861E+14,2016/04,1163.9797,0,1163.9797,1.654,0,1.654,49.45356,1330.6303,Peregrino A,UEP,180
Rio de Janeiro,Santos,7LL8HRJS            ,7LL8HRJS            ,LULA,Petrobras,4.861E+14,2016/04,3380.8628,0,3380.8628,104.2616,0,104.2616,882.92831,365.6348,FPSO CIDADE DE ANGRA DOS REIS,UEP,198
Rio de Janeiro,Campos,7MLL60DRJS          ,7MLL60DRJS          ,MARLIM LESTE,Petrobras,4.8E+14,2016/04,12045.76,0,12045.76,179.8927,0,179.8927,2082.79509,56.8634,FPSO CIDADE DE NITEROI,UEP,720
Espírito Santo,Campos,7BFR13HESS          ,7BFR13HESS          ,BALEIA FRANCA,Petrobras,4.8E+14,2016/04,8745.213,0,8745.213,119.8087,0,119.8087,3592.90038,87.5072,PETROBRAS 58,UEP,719
Rio de Janeiro,Campos,7RO100HPARJS        ,7RO100HPARJS        ,RONCADOR,Petrobras,4.8E+14,2016/04,1589.7564,0,1589.7564,23.1595,0,23.1595,694.44722,504.6904,PETROBRAS 55,UEP,551
Rio de Janeiro,Campos,7ABL50HPRJS         ,7ABL50HPRJS         ,ALBACORA LESTE,Petrobras,4.8E+14,2016/04,2701.6864,0,2701.6864,38.8325,0,38.8325,1162.54614,6151.0515,PETROBRAS 50,UEP,646
Rio de Janeiro,Campos,7PRG46HRJS          ,BMC7A17             ,PEREGRINO,Statoil Brasil O&G,4.861E+14,2016/04,1180.1004,0,1180.1004,1.6873,0,1.6873,50.45021,3251.7898,Peregrino A,UEP,205
Rio de Janeiro,Campos,7RO160DRJS          ,7RO160DRJS          ,RONCADOR,Petrobras,4.8E+14,2016/04,9528.6391,0,9528.6391,128.6692,0,128.6692,3858.2026,1828.4473,PETROBRAS 55,UEP,709
Rio de Janeiro,Campos,7ABL87HPRJS         ,7ABL87HPRJS         ,ALBACORA LESTE,Petrobras,4.8E+14,2016/04,4358.2119,0,4358.2119,55.1928,0,55.1928,1652.33016,3862.7868,PETROBRAS 50,UEP,647
Bahia,Camamu,7MNT3BAS            ,7MNT3BAS            ,MANATI,Petrobras,4.8E+14,2016/04,0,58.7321,58.7321,0,836.2376,836.2376,25078.12537,11.5684,PLATAFORMA DE MANATI 1,UEP,324
Rio Grande do Norte,Potiguar,7SER30DRNS          ,7SER30DRNS          ,SERRA,Petrobras,4.8E+14,2016/04,189.2757,0,189.2757,0.4716,0,0.4716,14.09558,225.0234,Estação Coletora de Macau,INSTALACAO EMB/DESEMB,720
Rio de Janeiro,Campos,7MRL227DRJS         ,7MRL227DRJS         ,MARLIM,Petrobras,4.8E+14,2016/04,5182.6724,0,5182.6724,73.1119,0,73.1119,2187.04146,198.9876,PETROBRAS 20,UEP,665
Rio de Janeiro,Santos,8LL81DRJS           ,8LL81DRJS           ,LULA,Petrobras,4.861E+14,2016/04,367.8763,0,367.8763,10.9456,0,10.9456,92.69165,0,ALPHA STAR,UEP,73
Rio de Janeiro,Campos,7PM55DPRJS          ,7PM55DPRJS          ,PAMPO,Petrobras,4.8E+14,2016/04,2733.7909,0,2733.7909,23.3973,0,23.3973,700.83379,111.23,PLATAFORMA DE PAMPO-1,UEP,562
Rio de Janeiro,Campos,7PRG54HRJS          ,BMC7B10             ,PEREGRINO,Statoil Brasil O&G,4.861E+14,2016/04,1278.3053,0,1278.3053,0.8,0,0.8,23.91949,0,Peregrino B,UEP,117
Rio de Janeiro,Campos,7BR49HPARJS         ,7BR49HPARJS         ,BARRACUDA,Petrobras,4.8E+14,2016/04,2231.0648,0,2231.0648,33.4939,0,33.4939,1001.67158,8959.9539,PETROBRAS 43,UEP,513
Rio de Janeiro,Campos,7MRL159HPRJS        ,7MRL159HPRJS        ,MARLIM,Petrobras,4.8E+14,2016/04,2854.6326,0,2854.6326,34.4283,0,34.4283,1029.87676,3929.9662,PETROBRAS 18,UEP,463
Rio de Janeiro,Campos,7PM42DPRJS          ,7PM42DPRJS          ,PAMPO,Petrobras,4.8E+14,2016/04,981.368,0,981.368,10.9822,0,10.9822,328.95524,6239.4003,PLATAFORMA DE PAMPO-1,UEP,715
Rio de Janeiro,Campos,7PM49DBRJS          ,7PM49DBRJS          ,PAMPO,Petrobras,4.8E+14,2016/04,791.3086,0,791.3086,3.5842,0,3.5842,107.36107,3510.1796,PLATAFORMA DE PAMPO-1,UEP,715
Rio de Janeiro,Campos,7RO63HARJS          ,7RO63HARJS          ,RONCADOR,Petrobras,4.8E+14,2016/04,2177.9922,0,2177.9922,30.5325,0,30.5325,915.52977,3991.9531,PETROBRAS 54,UEP,720
Espírito Santo,Campos,7ARGO17HESS         ,7ARGO17HESS         ,ARGONAUTA,Shell Brasil,4.8E+14,2016/04,1035.9244,0,1035.9244,13.6999,0,13.6999,409.7356,63.5022,FPSO ESPIRITO SANTO,UEP,371
