state,basin,well_name_anp,well_name_operator,field,operator,contract_number,period,oil,condensate,petroleum,gas_associate,gas_non_associate,total_gas,volume_gas_royalties,water,installation_destination,installation_type,production_time
Rio Grande do Norte,Potiguar,7UB  0007D RNS      ,7UB  0007D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,2.0014,0,2.0014,0.2453,0,0.2453,7.36006,0.0168,PLATAFORMA DE UBARANA 1,UEP,456
Sergipe,Sergipe,7GA  0007D SES      ,7GA  0007D SES      ,GUARICEMA,Petrobras,4.8E+14,2016/04,96.9803,0,96.9803,16.2989,0,16.2989,0,0.5826,PLATAFORMA PGA-01 DE GUARICEMA,UEP,717
Sergipe,Sergipe,1SES 0019DASE       ,1SES 0019DASE       ,TATUI,Petrobras,4.8E+14,2016/04,78.7815,0,78.7815,2.2412,0,2.2412,66.8561,7.0341,Estação Prod. Atalaia (EPA),INSTALACAO EMB/DESEMB,704
Sergipe,Sergipe,7CB  0010D SES      ,7CB  0010D SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,0,0,0,14.8793,14.8793,445.10182,0,PLATAFORMA PCB-01 DE CAIOBA,UEP,700
Sergipe,Sergipe,7GA  0025D SES      ,7GA  0025D SES      ,GUARICEMA,Petrobras,4.8E+14,2016/04,477.1343,0,477.1343,63.8908,0,63.8908,0,0.8447,PLATAFORMA PGA-03 DE GUARICEMA,UEP,713
Sergipe,Sergipe,7CB  0008D SES      ,7CB  0008D SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,74.6588,74.6588,0,24.0232,24.0232,718.63412,0,PLATAFORMA PCB-01 DE CAIOBA,UEP,720
Sergipe,Sergipe,7CB  0011D SES      ,7CB  0011D SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,0,0,0,19.3413,19.3413,578.57664,0,PLATAFORMA PCB-01 DE CAIOBA,UEP,720
Sergipe,Sergipe,7CM  0009D SES      ,7CM  0009D SES      ,CAMORIM,Petrobras,4.8E+14,2016/04,15.3608,0,15.3608,6.9062,0,6.9062,205.97943,0.5944,PLATAFORMA PCM-01 DE CAMORIM,UEP,719
Sergipe,Sergipe,7CM  0010  SES      ,7CM  0010  SES      ,CAMORIM,Petrobras,4.8E+14,2016/04,49.4425,0,49.4425,58.558,0,58.558,1746.51535,58.0375,PLATAFORMA PCM-02 DE CAMORIM,UEP,717
Sergipe,Sergipe,3GA  0002  SES      ,3GA  0002  SES      ,GUARICEMA,Petrobras,4.8E+14,2016/04,34.621,0,34.621,1.2997,0,1.2997,0,0.3139,PLATAFORMA PGA-01 DE GUARICEMA,UEP,719
Sergipe,Sergipe,7GA  0004D SES      ,7GA  0004D SES      ,GUARICEMA,Petrobras,4.8E+14,2016/04,0,0,0,94.1458,0,94.1458,0,0,PLATAFORMA PGA-01 DE GUARICEMA,UEP,713
Sergipe,Sergipe,7CB  0003D SES      ,7CB  0003D SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,0,0,0,13.8256,13.8256,413.58094,0,PLATAFORMA PCB-01 DE CAIOBA,UEP,699
Rio Grande do Norte,Potiguar,7UB  0018D RNS      ,7UB  0018D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,91.6857,0,91.6857,7.5371,0,7.5371,226.11429,274.0791,PLATAFORMA DE UBARANA 3,UEP,697
Rio de Janeiro,Campos,1RJS 0090  RJ       ,1RJS 0090  RJ       ,VIOLA,Petrobras,4.8E+14,2016/04,1034.9249,0,1034.9249,4.9252,0,4.9252,143.25715,1282.8195,PLATAFORMA DE GAROUPA,UEP,669
Sergipe,Sergipe,7CB  0018D SES      ,7CB  0018D SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,8.386,8.386,0,64.1467,64.1467,1918.8915,198.6423,PLATAFORMA PCB-02 DE CAIOBA,UEP,718
Ceará,Ceará,7XA  0004D CES      ,7XA  0004D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,95.998,0,95.998,0.5231,0,0.5231,15.69151,114.6496,PLATAFORMA DE XAREU 1,UEP,720
Rio Grande do Norte,Potiguar,7UB  0014  RNS      ,7UB  0014  RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,86.6111,0,86.6111,6.1958,0,6.1958,185.87345,155.5592,PLATAFORMA DE UBARANA 3,UEP,584
Rio de Janeiro,Campos,3PM  0001A RJS      ,3PM  0001A RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,563.7295,0,563.7295,3.4048,0,3.4048,101.98673,3070.7611,PLATAFORMA DE PAMPO-1,UEP,714
Sergipe,Sergipe,7CM  0027D SES      ,7CM  0027D SES      ,CAMORIM,Petrobras,4.8E+14,2016/04,40.5764,0,40.5764,1.6713,0,1.6713,49.84864,5.0119,PLATAFORMA PCM-03 DE CAMORIM,UEP,720
Rio Grande do Norte,Potiguar,7UB  0017D RNS      ,7UB  0017D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,32.3535,0,32.3535,6.2627,0,6.2627,187.88051,684.807,PLATAFORMA DE UBARANA 3,UEP,551
Rio Grande do Norte,Potiguar,7AG  0003  RNS      ,7AG  0003  RNS      ,AGULHA,Petrobras,4.8E+14,2016/04,1.2613,0,1.2613,0.0172,0,0.0172,0.5149,365.3245,PLATAFORMA DE AGULHA 1,UEP,497
Bahia,Recôncavo,7C   0174D BA       ,7C   0174D BA       ,CANDEIAS,Petrobras,4.8E+14,2016/04,13.1394,0,13.1394,1.8458,0,1.8458,44.04917,0.0233,Estação Pedra Branca,INSTALACAO EMB/DESEMB,711
Rio Grande do Norte,Potiguar,7UB  0043D RNS      ,7UB  0043D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,16.4755,0,16.4755,1.3256,0,1.3256,39.76837,145.1998,PLATAFORMA DE UBARANA 2,UEP,699
Ceará,Ceará,7XA  0001D CES      ,7XA  0001D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,79.5663,0,79.5663,0.3118,0,0.3118,9.35538,151.8922,PLATAFORMA DE XAREU 1,UEP,720
Rio Grande do Norte,Potiguar,7UB  0047  RNS      ,7UB  0047  RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,62.7782,0,62.7782,8.4193,0,8.4193,252.57856,0.486,PLATAFORMA DE UBARANA 5,UEP,700
Rio de Janeiro,Campos,8GP  0016D RJS      ,8GP  0016D RJS      ,GAROUPA,Petrobras,4.8E+14,2016/04,195.234,0,195.234,2.9132,0,2.9132,84.84075,1048.7392,PLATAFORMA DE GAROUPA,UEP,714
Rio Grande do Norte,Potiguar,7UB  0055D RNS      ,7UB  0055D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,158.0556,0,158.0556,0.9993,0,0.9993,29.98017,23.8572,PLATAFORMA DE UBARANA 6,UEP,408
Rio Grande do Norte,Potiguar,7UB  0037D RNS      ,7UB  0037D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,42.321,0,42.321,4.4879,0,4.4879,134.63579,5.0675,PLATAFORMA DE UBARANA 2,UEP,709
Rio Grande do Norte,Potiguar,7UB  0052  RNS      ,7UB  0052  RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,1.9624,0,1.9624,0.0567,0,0.0567,1.70017,11.6244,PLATAFORMA DE UBARANA 6,UEP,200
Rio de Janeiro,Campos,7EN  0007D RJS      ,7EN  0007D RJS      ,BONITO,Petrobras,4.8E+14,2016/04,286.0878,0,286.0878,9.1343,0,9.1343,273.41841,938.0421,PLATAFORMA DE ENCHOVA,UEP,544
Ceará,Ceará,7CR  0002D CES      ,7CR  0002D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,123.9843,0,123.9843,8.2158,0,8.2158,245.60312,798.7537,PLATAFORMA DE CURIMÃ 2,UEP,720
Bahia,Recôncavo,7C   0197D BA       ,7C   0197D BA       ,CANDEIAS,Petrobras,4.8E+14,2016/04,10.078,0,10.078,3.2224,0,3.2224,76.90056,0.0226,Estação Pedra Branca,INSTALACAO EMB/DESEMB,711
Ceará,Ceará,3CES 0038D CE       ,3CES 0038D CE       ,ESPADA,Petrobras,4.8E+14,2016/04,101.575,0,101.575,1.2469,0,1.2469,37.27351,29.0132,PLATAFORMA DE ESPADA 1,UEP,720
Rio Grande do Norte,Potiguar,7UB  0046D RNS      ,7UB  0046D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,14.0208,0,14.0208,0.3521,0,0.3521,10.56289,80.1609,PLATAFORMA DE UBARANA 2,UEP,695
Ceará,Ceará,3CES 0037D CE       ,3CES 0037D CE       ,ESPADA,Petrobras,4.8E+14,2016/04,191.0532,0,191.0532,6.3851,0,6.3851,190.87634,848.7646,PLATAFORMA DE ESPADA 1,UEP,720
Rio Grande do Norte,Potiguar,7UB  0024D RNS      ,7UB  0024D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,25.3442,0,25.3442,0.6159,0,0.6159,18.4762,26.4453,PLATAFORMA DE UBARANA 2,UEP,710
Rio Grande do Norte,Potiguar,7UB  0033D RNS      ,7UB  0033D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,32.8928,0,32.8928,2.3774,0,2.3774,71.32244,23.2121,PLATAFORMA DE UBARANA 3,UEP,711
Rio Grande do Norte,Potiguar,7UB  0042D RNS      ,7UB  0042D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,38.1007,0,38.1007,1.3992,0,1.3992,41.97529,1.375,PLATAFORMA DE UBARANA 4,UEP,695
Ceará,Ceará,7XA  0008D CES      ,7XA  0008D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,148.7106,0,148.7106,1.7234,0,1.7234,51.70132,200.6091,PLATAFORMA DE XAREU 1,UEP,720
Rio de Janeiro,Campos,7BO  0001D RJS      ,7BO  0001D RJS      ,BONITO,Petrobras,4.8E+14,2016/04,261.0523,0,261.0523,1.9617,0,1.9617,58.71958,429.8674,PLATAFORMA DE ENCHOVA,UEP,720
Rio Grande do Norte,Potiguar,7UB  0063D RNS      ,7UB  0063D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,293.201,0,293.201,4.3594,0,4.3594,130.78148,45.7913,PLATAFORMA DE UBARANA 5,UEP,707
Rio de Janeiro,Campos,8GP  0025D RJS      ,8GP  0025D RJS      ,GAROUPA,Petrobras,4.8E+14,2016/04,1635.1598,0,1635.1598,27.3442,0,27.3442,796.34771,121.6948,PLATAFORMA DE GAROUPA,UEP,719
Rio Grande do Norte,Potiguar,7UB  0074D RNS      ,7UB  0074D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,2.3977,0,2.3977,15.6759,0,15.6759,470.27821,0.07,PLATAFORMA DE UBARANA 7,UEP,711
Bahia,Recôncavo,7C   0202D BA       ,7C   0202D BA       ,CANDEIAS,Petrobras,4.8E+14,2016/04,5.1161,0,5.1161,1.4593,0,1.4593,34.82482,0.0484,Estação Pedra Branca,INSTALACAO EMB/DESEMB,720
Ceará,Ceará,7XA  0012D CES      ,7XA  0012D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,67.4083,0,67.4083,1.1038,0,1.1038,33.11268,697.8391,PLATAFORMA DE XAREU 1,UEP,720
Rio de Janeiro,Campos,3RJS 0180A RJ       ,3RJS 0180A RJ       ,PARATI,Petrobras,4.8E+14,2016/04,262.7979,0,262.7979,4.9103,0,4.9103,145.97754,770.1526,PLATAFORMA DE CHERNE-1,UEP,691
Ceará,Ceará,7CES 0084D CE       ,7CES 0084D CE       ,ATUM,Petrobras,4.8E+14,2016/04,231.1992,0,231.1992,3.1804,0,3.1804,95.41245,154.7616,PLATAFORMA DE ATUM 1,UEP,718
Rio Grande do Norte,Potiguar,7UB  0062D RNS      ,7UB  0062D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,104.3425,0,104.3425,1.058,0,1.058,31.73903,33.6882,PLATAFORMA DE UBARANA 2,UEP,706
Rio Grande do Norte,Potiguar,7UB  0059D RNS      ,7UB  0059D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,8.9714,0,8.9714,0.0822,0,0.0822,2.46669,0.0595,PLATAFORMA DE UBARANA 6,UEP,666
Rio Grande do Norte,Potiguar,7UB  0065DARNS      ,7UB  0065DARNS      ,UBARANA,Petrobras,4.8E+14,2016/04,31.5654,0,31.5654,1.0433,0,1.0433,31.29775,0.1384,PLATAFORMA DE UBARANA 2,UEP,691
Ceará,Ceará,7XA  0013D CES      ,7XA  0013D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,159.649,0,159.649,1.5392,0,1.5392,46.17632,244.2434,PLATAFORMA DE XAREU 1,UEP,720
Rio Grande do Norte,Potiguar,7UB  0068D RNS      ,7UB  0068D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,25.7993,0,25.7993,0.2922,0,0.2922,8.7646,0.0281,PLATAFORMA DE UBARANA 5,UEP,711
Ceará,Ceará,7XA  0011D CES      ,7XA  0011D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,120.4035,0,120.4035,0.6464,0,0.6464,19.39153,212.4402,PLATAFORMA DE XAREU 1,UEP,720
Rio de Janeiro,Campos,3RJS 0218  RJ       ,3RJS 0218  RJ       ,ANEQUIM,Petrobras,4.8E+14,2016/04,593.857,0,593.857,8.7572,0,8.7572,260.33961,550.7882,PLATAFORMA DE CHERNE-1,UEP,683
Bahia,Recôncavo,7C   0201D BA       ,7C   0201D BA       ,CANDEIAS,Petrobras,4.8E+14,2016/04,9.8838,0,9.8838,5.4715,0,5.4715,130.57152,0.0361,Estação Pedra Branca,INSTALACAO EMB/DESEMB,720
Sergipe,Sergipe,7CB  0028  SES      ,7CB  0028  SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,0,0,111.3089,0,111.3089,3329.7059,0,PLATAFORMA PCB-04 DE CAIOBA,UEP,720
Rio Grande do Norte,Potiguar,1RNS 0043  RN       ,1RNS 0043  RN       ,ARATUM,Petrobras,4.8E+14,2016/04,44.6874,0,44.6874,0.0201,0,0.0201,0.60227,2202.6216,PLATAFORMA DE ARATUM 1,UEP,718
Ceará,Ceará,7XA  0015D CES      ,7XA  0015D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,163.0931,0,163.0931,1.0799,0,1.0799,32.39692,46.4729,PLATAFORMA DE XAREU 2,UEP,720
Ceará,Ceará,7AT  0004D CES      ,7AT  0004D CES      ,ATUM,Petrobras,4.8E+14,2016/04,426.1262,0,426.1262,5.2341,0,5.2341,157.02398,223.4656,PLATAFORMA DE ATUM 2,UEP,718
Rio de Janeiro,Campos,7CO  0004D RJS      ,7CO  0004D RJS      ,CORVINA,Petrobras,4.8E+14,2016/04,113.9523,0,113.9523,0.5576,0,0.5576,16.65225,30.3014,PETROBRAS 09,UEP,581
Ceará,Ceará,7CR  0007D CES      ,7CR  0007D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,83.2788,0,83.2788,7.7871,0,7.7871,232.78572,333.8944,PLATAFORMA DE CURIMÃ 1,UEP,720
Ceará,Ceará,7AT  0007D CES      ,7AT  0007D CES      ,ATUM,Petrobras,4.8E+14,2016/04,186.4486,0,186.4486,5.7462,0,5.7462,172.38567,75.0485,PLATAFORMA DE ATUM 2,UEP,325
Ceará,Ceará,7CR  0011D CES      ,7CR  0011D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,43.2607,0,43.2607,3.7842,0,3.7842,113.12365,368.9825,PLATAFORMA DE CURIMÃ 1,UEP,720
Rio de Janeiro,Campos,4RJS 0232  RJ       ,4RJS 0232  RJ       ,PIRAÚNA,Petrobras,4.8E+14,2016/04,130.818,0,130.818,5.0644,0,5.0644,151.93304,1057.3116,PETROBRAS 15,UEP,604
Rio de Janeiro,Campos,3RJS 0213  RJ       ,3RJS 0213  RJ       ,GAROUPINHA,Petrobras,4.8E+14,2016/04,228.1371,0,228.1371,3.1138,0,3.1138,92.21299,1658.665,PLATAFORMA DE GAROUPA,UEP,719
Ceará,Ceará,7XA  0017D CES      ,7XA  0017D CES      ,XARÉU,Petrobras,4.8E+14,2016/04,101.7217,0,101.7217,0.9061,0,0.9061,27.18322,233.2155,PLATAFORMA DE XAREU 2,UEP,720
Rio Grande do Norte,Potiguar,7UB  0075D RNS      ,7UB  0075D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,0,0,0,5.2308,0,5.2308,156.92461,0,PLATAFORMA DE UBARANA 7,UEP,185
Rio de Janeiro,Campos,7NA  0008D RJS      ,7NA  0008D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,484.5445,0,484.5445,11.8971,0,11.8971,105.32041,4609.8047,PLATAFORMA DE NAMORADO-1,UEP,718
Rio de Janeiro,Campos,3EN  0012D RJS      ,3EN  0012D RJS      ,ENCHOVA OESTE,Petrobras,4.8E+14,2016/04,588.7524,0,588.7524,17.8472,0,17.8472,530.33689,599.9214,PLATAFORMA DE ENCHOVA,UEP,718
Rio de Janeiro,Campos,4RJS 0253  RJ       ,4RJS 0253  RJ       ,ENCHOVA OESTE,Petrobras,4.8E+14,2016/04,163.0468,0,163.0468,2.37,0,2.37,70.42636,912.022,PLATAFORMA DE ENCHOVA,UEP,488
Bahia,Recôncavo,7C   0211D BA       ,7C   0211D BA       ,CANDEIAS,Petrobras,4.8E+14,2016/04,6.1393,0,6.1393,1.7412,0,1.7412,41.55272,0.0281,Estação Pedra Branca,INSTALACAO EMB/DESEMB,603
Rio de Janeiro,Campos,7NA  0010D RJS      ,7NA  0010D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,591.1629,0,591.1629,20.295,0,20.295,179.66417,7299.392,PLATAFORMA DE NAMORADO-1,UEP,718
Sergipe,Sergipe,7CB  0029D SES      ,7CB  0029D SES      ,CAIOBA,Petrobras,4.8E+14,2016/04,0,0,0,0,12.9586,12.9586,387.64622,0,PLATAFORMA PCB-04 DE CAIOBA,UEP,720
Ceará,Ceará,7CR  0017D CES      ,7CR  0017D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,173.414,0,173.414,5.4907,0,5.4907,164.13696,924.9602,PLATAFORMA DE CURIMÃ 1,UEP,720
Ceará,Ceará,7CR  0021D CES      ,7CR  0021D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,143.0393,0,143.0393,5.5438,0,5.5438,165.72655,350.555,PLATAFORMA DE CURIMÃ 1,UEP,720
Rio de Janeiro,Campos,4RJS 0320A RJ       ,4RJS 0320A RJ       ,CARAPEBA,Petrobras,4.8E+14,2016/04,344.795,0,344.795,1.0153,0,1.0153,29.7914,1814.2848,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio Grande do Norte,Potiguar,7UB  0079D RNS      ,7UB  0079D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,4.1546,0,4.1546,1.928,0,1.928,57.83936,0.0646,PLATAFORMA DE UBARANA 9,UEP,709
Rio Grande do Norte,Potiguar,7UB  0085D RNS      ,7UB  0085D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,25.8117,0,25.8117,5.8927,0,5.8927,176.7822,0.0543,PLATAFORMA DE UBARANA 8,UEP,707
Ceará,Ceará,7CR  0022D CES      ,7CR  0022D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,226.4319,0,226.4319,3.7087,0,3.7087,110.86655,1618.9455,PLATAFORMA DE CURIMÃ 1,UEP,720
Rio de Janeiro,Campos,7NA  0016D RJS      ,7NA  0016D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,215.6489,0,215.6489,5.3627,0,5.3627,47.47445,1962.2777,PLATAFORMA DE NAMORADO-2,UEP,481
Rio Grande do Norte,Potiguar,7UB  0083D RNS      ,7UB  0083D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,43.5664,0,43.5664,2.35,0,2.35,70.49966,0.0478,PLATAFORMA DE UBARANA 10,UEP,686
Rio de Janeiro,Campos,7CH  0008D RJS      ,7CH  0008D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,113.9818,0,113.9818,0.9689,0,0.9689,28.71021,135.0076,PLATAFORMA DE CHERNE-2,UEP,110
Rio Grande do Norte,Potiguar,7UB  0081D RNS      ,7UB  0081D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,40.0237,0,40.0237,1.7156,0,1.7156,51.46861,5.0306,PLATAFORMA DE UBARANA 9,UEP,709
Rio de Janeiro,Campos,3RJS 0290D RJ       ,3RJS 0290D RJ       ,VIOLA,Petrobras,4.8E+14,2016/04,427.9685,0,427.9685,2.0104,0,2.0104,58.4775,224.4873,PLATAFORMA DE GAROUPA,UEP,669
Rio de Janeiro,Campos,7NA  0015D RJS      ,7NA  0015D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,3534.0809,0,3534.0809,144.4898,0,144.4898,1279.1164,1019.6468,PLATAFORMA DE NAMORADO-2,UEP,720
Ceará,Ceará,7CR  0014D CES      ,7CR  0014D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,107.7941,0,107.7941,3.0816,0,3.0816,92.12194,307.1333,PLATAFORMA DE CURIMÃ 1,UEP,720
Rio de Janeiro,Campos,7PM  0007D RJS      ,7PM  0007D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,268.3908,0,268.3908,0.871,0,0.871,26.08927,1966.0541,PLATAFORMA DE PAMPO-1,UEP,612
Rio de Janeiro,Campos,7PM  0018D RJS      ,7PM  0018D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,569.9398,0,569.9398,4.5981,0,4.5981,137.73016,6103.639,PLATAFORMA DE PAMPO-1,UEP,686
Rio de Janeiro,Campos,7CRP 0016D RJS      ,7CRP 0016D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,586.9187,0,586.9187,1.9024,0,1.9024,55.82089,1709.9266,PLATAFORMA DE CARAPEBA-II,UEP,720
Alagoas,Alagoas,4ALS 0039  AL       ,4ALS 0039  AL       ,PARU,Petrobras,4.8E+14,2016/04,0,128.1155,128.1155,0,163.5935,163.5935,4907.80608,21.7229,Estação de Paru,INSTALACAO EMB/DESEMB,629
Rio de Janeiro,Campos,7VM  0012D RJS      ,7VM  0012D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,54.072,0,54.072,0.4157,0,0.4157,12.2351,1026.8289,PLATAFORMA DE VERMELHO-II,UEP,516
Rio de Janeiro,Campos,7PM  0011D RJS      ,7PM  0011D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,981.3594,0,981.3594,13.1614,0,13.1614,394.23234,4164.3964,PLATAFORMA DE PAMPO-1,UEP,715
Rio de Janeiro,Campos,7PG  0007D RJS      ,7PG  0007D RJS      ,PARGO,Petrobras,4.8E+14,2016/04,231.9527,0,231.9527,1.1046,0,1.1046,32.41079,407.0335,PLATAFORMA DE PARGO-1A,UEP,720
Rio de Janeiro,Campos,7CRP 0018D RJS      ,7CRP 0018D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,171.0149,0,171.0149,0.8311,0,0.8311,24.38701,1877.4645,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio de Janeiro,Campos,7VM  0010D RJS      ,7VM  0010D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,334.9397,0,334.9397,11.8556,0,11.8556,348.90653,1667.7668,PLATAFORMA DE VERMELHO-I,UEP,720
Rio de Janeiro,Campos,7PM  0017D RJS      ,7PM  0017D RJS      ,TRILHA,Petrobras,4.8E+14,2016/04,0.4317,0,0.4317,0.0057,0,0.0057,0.1719,0.4575,PLATAFORMA DE PAMPO-1,UEP,2
Rio de Janeiro,Campos,7PM  0017D RJS      ,7PM  0017D RJS      ,BADEJO,Petrobras,4.8E+14,2016/04,17.9874,0,17.9874,0.2393,0,0.2393,7.1677,19.0655,PLATAFORMA DE PAMPO-1,UEP,71
Rio de Janeiro,Campos,7PM  0017D RJS      ,7PM  0017D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,28.7798,0,28.7798,0.3829,0,0.3829,11.46843,30.5048,PLATAFORMA DE PAMPO-1,UEP,113
Rio de Janeiro,Campos,7PM  0017D RJS      ,7PM  0017D RJS      ,LINGUADO,Petrobras,4.8E+14,2016/04,132.6748,0,132.6748,1.7651,0,1.7651,0,140.6271,PLATAFORMA DE PAMPO-1,UEP,522
Ceará,Ceará,7CR  0024D CES      ,7CR  0024D CES      ,CURIMÃ,Petrobras,4.8E+14,2016/04,207.2029,0,207.2029,5.3233,0,5.3233,159.13347,894.1516,PLATAFORMA DE CURIMÃ 1,UEP,720
Rio de Janeiro,Campos,7NA  0026D RJS      ,7NA  0026D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,4.0911,0,4.0911,0.0987,0,0.0987,0.87375,100.6558,PLATAFORMA DE NAMORADO-2,UEP,58
Rio de Janeiro,Campos,7CRP 0017D RJS      ,7CRP 0017D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,135.6073,0,135.6073,0.1828,0,0.1828,5.36284,1020.0392,PLATAFORMA DE CARAPEBA-II,UEP,713
Rio Grande do Norte,Potiguar,1RNS 0071  RN       ,1RNS 0071  RN       ,OESTE DE UBARANA,Petrobras,4.8E+14,2016/04,70.1603,210.5317,280.692,1.24,60.7593,61.9993,1859.97887,0.2759,PLATAFORMA OESTE DE UBARANA 1,UEP,720
Rio de Janeiro,Campos,7PM  0021D RJS      ,7PM  0021D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,158.5539,0,158.5539,1.4475,0,1.4475,43.35802,1614.1463,PLATAFORMA DE PAMPO-1,UEP,613
Rio de Janeiro,Campos,7PM  0021D RJS      ,7PM  0021D RJS      ,LINGUADO,Petrobras,4.8E+14,2016/04,1.4722,0,1.4722,0.0134,0,0.0134,0,14.988,PLATAFORMA DE PAMPO-1,UEP,6
Rio Grande do Norte,Potiguar,7UB  0099D RNS      ,7UB  0099D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,7.6186,0,7.6186,18.8963,0,18.8963,566.88915,1.4697,PLATAFORMA DE UBARANA 11,UEP,711
Rio de Janeiro,Campos,7CRP 0013D RJS      ,7CRP 0013D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,413.7544,0,413.7544,1.4868,0,1.4868,43.62408,2617.5216,PLATAFORMA DE CARAPEBA-II,UEP,720
Rio de Janeiro,Campos,7PM  0024D RJS      ,7PM  0024D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,475.7292,0,475.7292,3.8254,0,3.8254,114.58542,4871.4667,PLATAFORMA DE PAMPO-1,UEP,693
Rio de Janeiro,Campos,7VM  0005  RJS      ,7VM  0005  RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,102.3446,0,102.3446,0.5531,0,0.5531,16.27809,1274.6092,PLATAFORMA DE VERMELHO-I,UEP,713
Rio Grande do Norte,Potiguar,7UB  0101D RNS      ,7UB  0101D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,11.2739,0,11.2739,1.8755,0,1.8755,56.26473,0.0126,PLATAFORMA DE UBARANA 12,UEP,703
Rio de Janeiro,Campos,7BO  0005  RJS      ,7BO  0005  RJS      ,BONITO,Petrobras,4.8E+14,2016/04,172.0167,0,172.0167,12.2779,0,12.2779,367.51732,0.3476,PLATAFORMA DE ENCHOVA,UEP,714
Rio de Janeiro,Campos,7VM  0021D RJS      ,7VM  0021D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,131.6489,0,131.6489,0.7275,0,0.7275,21.41072,1025.7774,PLATAFORMA DE VERMELHO-II,UEP,720
Rio de Janeiro,Campos,7CRP 0034D RJS      ,7CRP 0034D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,157.1744,0,157.1744,0.6854,0,0.6854,20.11166,828.1864,PLATAFORMA DE CARAPEBA-I,UEP,710
